critic,fresh,imdb,publication,quote,review_date,rtid,title
Roger Ebert,fresh,0110116,Chicago Sun-Times,,2000-01-01,12986,Immortal Beloved
James Berardinelli,rotten,0110116,ReelViews,,2000-01-01,12986,Immortal Beloved
,fresh,0110116,Entertainment Weekly,,1994-12-16,12986,Immortal Beloved
Leonard Klady,none,0110006,Variety,,2009-03-26,10359,Heavyweights (Heavy Weights)
Stephen Holden,none,0110006,New York Times,,2003-05-20,10359,Heavyweights (Heavy Weights)
Peter Rainer,none,0110006,Los Angeles Times,,2001-02-13,10359,Heavyweights (Heavy Weights)
Hal Hinson,none,0110006,Washington Post,,2000-01-01,10359,Heavyweights (Heavy Weights)
Derek Adams,none,0269347,Time Out,,2006-06-24,13646,The Hunted
Colin Covert,none,0269347,Minneapolis Star Tribune,,2004-05-19,13646,The Hunted
David Edelstein,none,0269347,Slate,,2003-04-22,13646,The Hunted
Jami Bernard,none,0269347,New York Daily News,,2003-04-22,13646,The Hunted
Rex Reed,rotten,0269347,New York Observer,"Ludicrous, plotless, ho-hum tale of lurid confrontation.",2003-03-20,13646,The Hunted
Richard Roeper,rotten,0269347,Ebert & Roeper,"There's too much talent on-screen and behind the camera for The Hunted to be dull, but it is predictable and disappointing, and we seem to be missing about a half-hour's worth of scenes that would have brought some depths to these characters.",2003-03-18,13646,The Hunted
Michael Atkinson,rotten,0269347,Village Voice,"Essentially a reheating of 1982's First Blood ... but the fallout this time is simultaneously more ruthless, less emotional, and duller.",2003-03-18,13646,The Hunted
Kirk Honeycutt,rotten,0269347,Hollywood Reporter,"By stripping an action thriller this close to the bone, director William Friedkin has removed too much meat.",2003-03-17,13646,The Hunted
James Berardinelli,rotten,0269347,ReelViews,This is schlock -- by-the-numbers action that ignores character development to the point where we find it hard to care whether L.T. catches Hallam or whether they end up running after each other until the world ends.,2003-03-16,13646,The Hunted
Desson Thomson,rotten,0269347,Washington Post,"Has so little going for it, you wonder if you've missed something.",2003-03-14,13646,The Hunted
Rita Kempley,fresh,0269347,Washington Post,"A good ride, briskly paced, well played and vividly photographed.",2003-03-14,13646,The Hunted
Todd McCarthy,rotten,0269347,Variety,An unpleasant action suspenser more dedicated to hurtling relentlessly forward than to vesting audience interest.,2003-03-14,13646,The Hunted
Geoff Pevere,fresh,0269347,Toronto Star,Friedkin is in his element.,2003-03-14,13646,The Hunted
Moira MacDonald,rotten,0269347,Seattle Times,The Hunted serves mostly as a reminder that three Academy Award winners are as capable of making a silly movie as anyone.,2003-03-14,13646,The Hunted
Mick LaSalle,rotten,0269347,San Francisco Chronicle,"Technically, it's well made, but it wasn't worth making.",2003-03-14,13646,The Hunted
Steven Rea,fresh,0269347,Philadelphia Inquirer,"The Hunted isn't exactly fraught with psychological depth and nuance, but as a stalker-stalkee suspenser, the pic has some nice things going for it.",2003-03-14,13646,The Hunted
Jay Boyar,rotten,0269347,Orlando Sentinel,The generic title is your first clue that The Hunted is run-of-the-mill.,2003-03-14,13646,The Hunted
John Anderson,fresh,0269347,Newsday,"Things take off immediately and stay in motion for 90 solid, economical minutes.",2003-03-14,13646,The Hunted
Bruce Westbrook,fresh,0269347,Houston Chronicle,"Although it is a rough ride, The Hunted is also an exciting one. But no tracking skills were needed to follow its well-traveled cinematic road.",2003-03-14,13646,The Hunted
Tom Long,fresh,0269347,Detroit News,"The Hunted isn't grand cinema, but it's a good jog around the action flick track. Sort of like The Fugitive, except ...",2003-03-14,13646,The Hunted
Owen Gleiberman,rotten,0110099,Entertainment Weekly,,2011-09-07,10596,I.Q.
Leonard Klady,none,0110099,Variety,,2009-03-26,10596,I.Q.
Geoff Andrew,none,0110099,Time Out,,2006-02-09,10596,I.Q.
Janet Maslin,none,0110099,New York Times,,2003-05-20,10596,I.Q.
,none,0110099,Globe and Mail,,2002-04-12,10596,I.Q.
Hal Hinson,none,0110099,Washington Post,,2000-01-01,10596,I.Q.
James Berardinelli,rotten,0110099,ReelViews,,2000-01-01,10596,I.Q.
Roger Ebert,fresh,0110099,Chicago Sun-Times,,2000-01-01,10596,I.Q.
,rotten,0110099,Entertainment Weekly,,1994-12-25,10596,I.Q.
David Ansen,fresh,0110148,Newsweek,"It's about seduction, and either you succumb to its inky entrapments or you resist. When its mojo was working, I was happy to be had.",2008-10-18,15594,Interview with the Vampire
Richard Corliss,rotten,0110148,TIME Magazine,"Why would Tom Cruise be playing Lestat, a gaunt, suave European vampire with a taste for young men? Because a big movie star can do whatever he wants.",2008-08-24,15594,Interview with the Vampire
Todd McCarthy,rotten,0110148,Variety,"The leading performances, if acceptable, are not everything they needed to be to fully flesh out these elegant immortals.",2008-08-24,15594,Interview with the Vampire
Geoff Andrew,rotten,0110148,Time Out,"The major problem lies with Rice's own script, which is dramatically repetitive and philosophically banal.",2006-02-09,15594,Interview with the Vampire
Janet Maslin,fresh,0110148,New York Times,"Interview with the Vampire promises a constantly surprising vampire story, and it keeps that promise.",2003-05-20,15594,Interview with the Vampire
Peter Travers,rotten,0110148,Rolling Stone,"For all its visionary brilliance, the movie version of Interview never lets us close enough to see ourselves in Louis. We're dazzled but unmoved.",2001-05-12,15594,Interview with the Vampire
James Berardinelli,fresh,0110148,ReelViews,"When Interview with the Vampire works, it's as compelling and engrossing a piece of entertainment as is available on film today. When it falters, the weaknesses seem magnified.",2000-01-01,15594,Interview with the Vampire
Roger Ebert,fresh,0110148,Chicago Sun-Times,"My complaint about the film is that not very much happens, in the plot sense.",2000-01-01,15594,Interview with the Vampire
Rita Kempley,rotten,0110148,Washington Post,"Passionately anticipated and much ballyhooed, the film, alas, is little more than a foppish, fang de siecle costume drama. Its pulse barely registers.",2000-01-01,15594,Interview with the Vampire
Desson Thomson,rotten,0110148,Washington Post,"The movie's energy starts to drain like blood from a vampire's victim. You'll feel that ebb, sooner or later, as you begin to glance regularly at your watch.",2000-01-01,15594,Interview with the Vampire
,rotten,0110148,Entertainment Weekly,,1994-11-11,15594,Interview with the Vampire
Owen Gleiberman,rotten,0113463,Entertainment Weekly,,2011-09-07,11924,Jefferson in Paris
Todd McCarthy,none,0113463,Variety,,2009-02-04,11924,Jefferson in Paris
Geoff Andrew,none,0113463,Time Out,,2006-06-24,11924,Jefferson in Paris
Janet Maslin,none,0113463,New York Times,,2003-05-20,11924,Jefferson in Paris
,none,0113463,Globe and Mail,,2002-04-12,11924,Jefferson in Paris
Peter Travers,none,0113463,Rolling Stone,,2001-05-12,11924,Jefferson in Paris
Kenneth Turan,none,0113463,Los Angeles Times,,2001-02-13,11924,Jefferson in Paris
Eve Zibart,none,0113463,Washington Post,,2000-01-01,11924,Jefferson in Paris
James Berardinelli,fresh,0113463,ReelViews,,2000-01-01,11924,Jefferson in Paris
Edward Guthmann,none,0113463,San Francisco Chronicle,,2000-01-01,11924,Jefferson in Paris
Roger Ebert,rotten,0113463,Chicago Sun-Times,,2000-01-01,11924,Jefferson in Paris
Stanley Kauffmann,none,0113463,The New Republic,,2000-01-01,11924,Jefferson in Paris
Hal Hinson,none,0113463,Washington Post,,2000-01-01,11924,Jefferson in Paris
,rotten,0113463,Entertainment Weekly,,1995-03-31,11924,Jefferson in Paris
Owen Gleiberman,rotten,0110189,Entertainment Weekly,,2011-09-07,705489774,The Jerky Boys
Joe Leydon,none,0110189,Variety,,2009-03-26,705489774,The Jerky Boys
Patricia S. McCormick,none,0110189,New York Times,,2003-05-21,705489774,The Jerky Boys
Rita Kempley,none,0110189,Washington Post,,2000-01-01,705489774,The Jerky Boys
Peter Stack,none,0110189,San Francisco Chronicle,,2000-01-01,705489774,The Jerky Boys
Owen Gleiberman,rotten,0110216,Entertainment Weekly,,2011-09-07,11377,Junior
Leonard Klady,none,0110216,Variety,,2009-03-26,11377,Junior
David Ansen,none,0110216,Newsweek,,2008-03-31,11377,Junior
Geoff Andrew,none,0110216,Time Out,,2006-02-09,11377,Junior
Janet Maslin,none,0110216,New York Times,,2003-05-20,11377,Junior
Rick Groen,fresh,0110216,Globe and Mail,"A happy, healthy, bouncing baby of a movie.",2002-04-12,11377,Junior
Peter Travers,fresh,0110216,Rolling Stone,The plot is a more fertile ground for comedy than the 'sperm milkshake' that made Schwarzenegger and Danny De Vito brothers in Reitman's Twins.,2001-05-12,11377,Junior
James Berardinelli,rotten,0110216,ReelViews,Junior demands more range from its leading man than he's capable of giving. The predictable result is a big-budget mess more likely to elicit groans than laughter.,2000-01-01,11377,Junior
Rita Kempley,fresh,0110216,Washington Post,"A fleecy romantic caper with a dusting of feminism, the picture is basically a one-joke movie successfully nursed by director Ivan Reitman.",2000-01-01,11377,Junior
Desson Thomson,rotten,0110216,Washington Post,"For the right audience, Junior may deliver. But there's a whole lot of pregnancy to go through first.",2000-01-01,11377,Junior
Roger Ebert,fresh,0110216,Chicago Sun-Times,"It's goofy and ridiculous and preposterous, and yet it makes you feel good, and there is something oddly heartwarming about the sight of this macho guy melting with feelings of protectiveness and maternal concern.",2000-01-01,11377,Junior
Mick LaSalle,fresh,0110216,San Francisco Chronicle,"As a comedy, Junior has its share of laughs -- but no more than its share.",2000-01-01,11377,Junior
,rotten,0110216,Entertainment Weekly,,1994-11-23,11377,Junior
Lisa Schwarzbaum,rotten,0113501,Entertainment Weekly,,2011-09-07,14755,Just Cause
Todd McCarthy,none,0113501,Variety,,2009-03-26,14755,Just Cause
Geoff Andrew,none,0113501,Time Out,,2006-02-09,14755,Just Cause
Janet Maslin,none,0113501,New York Times,,2003-05-20,14755,Just Cause
Mick LaSalle,fresh,0113501,San Francisco Chronicle,In Connery it has a hero who is inescapably appealing.,2002-06-18,14755,Just Cause
Rick Groen,rotten,0113501,Globe and Mail,"Despite its merits, the script fails to escape the silly season that fouls up so many thrillers, that time when the twists merely seem like the narrative equivalents of those violin shrieks on a cheesy score.",2002-04-12,14755,Just Cause
Peter Rainer,rotten,0113501,Los Angeles Times,"It doesn't bog down in the bogs, but it's slow-moving just about everyplace else.",2001-02-13,14755,Just Cause
Roger Ebert,rotten,0113501,Chicago Sun-Times,"There is no psychological depth, no real motivation, no human values to weigh, just characters jerked here and there like puppets in an arbitrary plot.",2000-01-01,14755,Just Cause
Hal Hinson,rotten,0113501,Washington Post,"The longer you stay with it, the more routine and uninspired it seems -- not to mention cowardly.",2000-01-01,14755,Just Cause
Desson Thomson,rotten,0113501,Washington Post,"It's brutal, horribly manipulative, and we've seen this stuff before in better pictures.",2000-01-01,14755,Just Cause
James Berardinelli,fresh,0113501,ReelViews,"Despite its tendency to tread well-traveled roads, Just Cause is filmed with enough energy and craft that, for the majority of its one-hundred minute running time, it's reasonably entertaining.",2000-01-01,14755,Just Cause
,rotten,0113501,Entertainment Weekly,,1994-06-01,14755,Just Cause
John Petrakis,rotten,0113538,Chicago Tribune,"Sitting through it, I found myself shuddering at what Disney may have in store for next summer.",2013-05-22,11940,A Kid in King Arthur's Court
Jeff Shannon,rotten,0113538,Seattle Times,"It is numbingly bland, homogenized and deflated by an utter lack of original wit or charm. Worst of all, it is subtly but conspicuously condescending to its target audience.",2013-05-22,11940,A Kid in King Arthur's Court
Carrie Rickey,rotten,0113538,Philadelphia Inquirer,It's a missed opportunity for introducing the Mortal Kombat generation to medieval combat that was really mortal.,2013-05-22,11940,A Kid in King Arthur's Court
Leonard Klady,rotten,0113538,Variety,The ragtag adaptation by Michael Part and Robert Levy is familiar fodder run through a blender too high and too fast.,2009-03-26,11940,A Kid in King Arthur's Court
Caryn James,rotten,0113538,New York Times,Sluggish and low-energy.,2003-05-20,11940,A Kid in King Arthur's Court
Kevin Thomas,fresh,0113538,Los Angeles Times,"This lively time-travel fantasy is the clear result of imagination and reflection on the part of writers Michael Part and Robert L. Levy and director Michael Gottlieb and their colleagues, who possess a crucial light touch.",2001-02-13,11940,A Kid in King Arthur's Court
Mick LaSalle,rotten,0113538,San Francisco Chronicle,"There's nothing particularly wrong with A Kid in King Arthur's Court and nothing right with it, either.",2000-01-01,11940,A Kid in King Arthur's Court
Hal Hinson,rotten,0113538,Washington Post,"Because of the square, lackluster way that director Michael Gottleib has staged his material, the whole production seems sort of limp and perfunctory.",2000-01-01,11940,A Kid in King Arthur's Court
Owen Gleiberman,fresh,0113552,Entertainment Weekly,,2011-09-07,15057,Kiss of Death
,none,0113552,Time Out,,2011-04-04,15057,Kiss of Death
Richard Schickel,fresh,0113552,TIME Magazine,What's most effective about the new Kiss of Death is Tucci's marvelously slimy prosecutor.,2008-09-19,15057,Kiss of Death
Todd McCarthy,fresh,0113552,Variety,A crackling thriller that feels unusually attuned to its lowlife characters.,2008-09-19,15057,Kiss of Death
Peter Travers,fresh,0113552,Rolling Stone,"Cage and Caruso strike sparks in this riveting piece of pulp fiction, but it's that first Kiss you'll remember.",2005-03-07,15057,Kiss of Death
Janet Maslin,fresh,0113552,New York Times,"It's a sleek, muscular thriller played by a terrific ensemble cast...",2003-05-20,15057,Kiss of Death
Peter Stack,fresh,0113552,San Francisco Chronicle,A riveting crime drama.,2002-06-18,15057,Kiss of Death
Kenneth Turan,fresh,0113552,Los Angeles Times,"Cage, one of the few American actors who gets more interesting from film to film, comes close to kidnaping the picture as Little Junior, a pumped-up but asthmatic thug who, like King Kong, is a gorilla with a wistful air about him.",2001-02-13,15057,Kiss of Death
Roger Ebert,rotten,0113552,Chicago Sun-Times,"It shouldn't be disjointed and uncompelling, but it is.",2000-01-01,15057,Kiss of Death
Joe Brown,fresh,0113552,Washington Post,"Caruso's acting is vivid, but amazingly quiet and internal, and it's fascinating to watch the kaleidoscopically conflicted emotions battle beneath his controlled surface.",2000-01-01,15057,Kiss of Death
Hal Hinson,fresh,0113552,Washington Post,"Cage dominates the camera, stealing scenes by the sheer intensity of his inimitable strangeness.",2000-01-01,15057,Kiss of Death
James Berardinelli,rotten,0113552,ReelViews,"The picture is watchable, but nothing about it will linger, except perhaps the feeling that, with a more polished script, it might have been significantly better.",2000-01-01,15057,Kiss of Death
